@relation accelerometer

@attribute time numeric
@attribute averageOfVariDiffOfPrecedingWindows numeric
@attribute varianceOfVariDiffOfPrecedingWindows numeric
@attribute averageOfAverageOfPrecedingWindows numeric
@attribute varianceOfAverageOfPrecedingWindows numeric
@attribute variDiffOfCurWindow numeric
@attribute averageOfVariDiffOfSucceedingWindows numeric
@attribute varianceOfVariDiffOfSucceedingWindows numeric
@attribute averageOfAverageOfSucceedingWindows numeric
@attribute varianceOfAverageOfSucceedingWindows numeric
@attribute class {n,p,u}

@data
66939, -0.002,  0.000,  0.025,  0.001,  0.006,  0.002,  0.001,  0.036,  0.001,n
66940, -0.002,  0.000,  0.027,  0.001,  0.010,  0.003,  0.001,  0.035,  0.001,n
66941, -0.001,  0.000,  0.029,  0.001,  0.028,  0.003,  0.001,  0.034,  0.001,n
66942,  0.000,  0.000,  0.031,  0.001,  0.041,  0.003,  0.001,  0.032,  0.001,n
66943,  0.002,  0.000,  0.034,  0.001,  0.036,  0.003,  0.001,  0.031,  0.001,n
66944,  0.003,  0.000,  0.037,  0.001,  0.033,  0.002,  0.001,  0.029,  0.000,n
66945,  0.004,  0.000,  0.040,  0.001,  0.021,  0.000,  0.001,  0.028,  0.000,n
66946,  0.005,  0.000,  0.043,  0.001, -0.016, -0.000,  0.001,  0.027,  0.000,n
66947,  0.005,  0.000,  0.045,  0.001, -0.048,  0.000,  0.001,  0.025,  0.000,n
66948,  0.003,  0.001,  0.048,  0.001, -0.046,  0.001,  0.001,  0.024,  0.000,n
66951,  0.001,  0.001,  0.051,  0.001, -0.036,  0.001,  0.001,  0.022,  0.000,n
66969, -0.001,  0.001,  0.053,  0.001, -0.019, -0.000,  0.001,  0.023,  0.000,n
66973, -0.001,  0.001,  0.054,  0.001,  0.012, -0.001,  0.001,  0.022,  0.000,n
66974, -0.001,  0.001,  0.055,  0.000,  0.004, -0.002,  0.001,  0.022,  0.000,n
66975, -0.001,  0.001,  0.055,  0.000,  0.005, -0.002,  0.001,  0.022,  0.000,n
66976, -0.000,  0.001,  0.056,  0.000,  0.006, -0.002,  0.001,  0.021,  0.000,n
66977, -0.001,  0.001,  0.055,  0.000,  0.004, -0.002,  0.001,  0.021,  0.000,n
66978, -0.003,  0.001,  0.053,  0.000, -0.020, -0.001,  0.001,  0.021,  0.000,n
66979, -0.003,  0.001,  0.051,  0.001, -0.012, -0.000,  0.001,  0.020,  0.000,n
66980, -0.003,  0.001,  0.049,  0.001, -0.008,  0.000,  0.001,  0.020,  0.000,n
66981, -0.002,  0.001,  0.047,  0.001, -0.003,  0.001,  0.001,  0.020,  0.000,n
66982, -0.001,  0.001,  0.045,  0.001,  0.004,  0.001,  0.001,  0.020,  0.000,n
66983, -0.001,  0.001,  0.043,  0.001,  0.004,  0.000,  0.001,  0.020,  0.000,n
66984, -0.000,  0.001,  0.041,  0.001,  0.012,  0.000,  0.001,  0.019,  0.000,n
66985,  0.001,  0.001,  0.039,  0.001,  0.012, -0.000,  0.001,  0.019,  0.000,n
66986,  0.001,  0.001,  0.038,  0.001,  0.016, -0.000,  0.001,  0.019,  0.000,n
66987,  0.002,  0.001,  0.036,  0.001,  0.035, -0.001,  0.000,  0.018,  0.000,n
66988,  0.003,  0.001,  0.035,  0.001,  0.038, -0.002,  0.000,  0.018,  0.000,n
66989,  0.003,  0.001,  0.034,  0.001,  0.034, -0.002,  0.000,  0.017,  0.000,n
66990,  0.003,  0.001,  0.032,  0.001,  0.032, -0.003,  0.000,  0.017,  0.000,n
66991,  0.003,  0.001,  0.031,  0.001,  0.024, -0.003,  0.000,  0.016,  0.000,n
66992,  0.002,  0.001,  0.029,  0.000, -0.028, -0.003,  0.000,  0.016,  0.000,n
66993,  0.000,  0.001,  0.028,  0.000, -0.028, -0.003,  0.000,  0.015,  0.000,n
66994, -0.000,  0.001,  0.027,  0.000, -0.038, -0.001,  0.000,  0.014,  0.000,n
66995,  0.000,  0.001,  0.025,  0.000, -0.036,  0.001,  0.000,  0.013,  0.000,n
66996,  0.001,  0.001,  0.024,  0.000, -0.036,  0.003,  0.000,  0.012,  0.000,n
66997,  0.001,  0.001,  0.022,  0.000, -0.034,  0.004,  0.000,  0.012,  0.000,n
66998, -0.000,  0.001,  0.023,  0.000, -0.019,  0.005,  0.000,  0.012,  0.000,n
67001, -0.001,  0.001,  0.022,  0.000, -0.008,  0.006,  0.000,  0.012,  0.000,n
67005, -0.002,  0.001,  0.022,  0.000,  0.004,  0.006,  0.000,  0.012,  0.000,n
67006, -0.002,  0.001,  0.022,  0.000,  0.005,  0.005,  0.000,  0.012,  0.000,n
67007, -0.002,  0.001,  0.021,  0.000,  0.005,  0.005,  0.000,  0.012,  0.000,n
67008, -0.002,  0.001,  0.021,  0.000,  0.006,  0.005,  0.000,  0.012,  0.000,n
67009, -0.001,  0.001,  0.021,  0.000,  0.007,  0.076,  0.127,  0.088,  0.143,n
67010, -0.000,  0.001,  0.020,  0.000,  0.003,  0.056,  0.140,  0.163,  0.270,n
67011,  0.000,  0.001,  0.020,  0.000,  0.003,  0.092,  0.168,  0.246,  0.419,n
67012,  0.001,  0.001,  0.020,  0.000,  0.004,  0.076,  0.177,  0.322,  0.525,n
67013,  0.001,  0.001,  0.020,  0.000, -0.000,  0.030,  0.237,  0.396,  0.613,n
67014,  0.000,  0.001,  0.020,  0.000,  0.000, -0.002,  0.264,  0.493,  0.771,n
67015,  0.000,  0.001,  0.019,  0.000,  0.006,  0.045,  0.318,  0.628,  1.088,n
67016, -0.000,  0.001,  0.019,  0.000,  0.010,  0.119,  0.450,  0.799,  1.601,n
67017, -0.000,  0.001,  0.019,  0.000,  0.013,  0.270,  0.992,  0.971,  2.060,n
67018, -0.001,  0.000,  0.018,  0.000,  0.015,  0.467,  1.857,  1.144,  2.463,n
67019, -0.002,  0.000,  0.018,  0.000,  0.031,  0.624,  2.331,  1.315,  2.795,n
67020, -0.002,  0.000,  0.017,  0.000,  0.023,  0.703,  2.387,  1.490,  3.094,n
67021, -0.003,  0.000,  0.017,  0.000,  0.014,  0.722,  2.369,  1.674,  3.374,n
67026, -0.003,  0.000,  0.016,  0.000, -0.035,  0.747,  2.345,  1.867,  3.652,n
67031, -0.003,  0.000,  0.016,  0.000, -0.008,  0.726,  2.387,  2.070,  3.896,n
67032, -0.003,  0.000,  0.015,  0.000,  0.007,  0.686,  2.490,  2.293,  4.175,n
67033, -0.001,  0.000,  0.014,  0.000,  0.006,  0.583,  2.901,  2.469,  4.115,n
67034,  0.001,  0.000,  0.013,  0.000,  0.006,  0.527,  3.045,  2.650,  4.003,n
67035,  0.003,  0.000,  0.012,  0.000,  0.008,  0.430,  3.386,  2.793,  3.727,n
67036,  0.004,  0.000,  0.012,  0.000,  0.004,  0.332,  3.714,  2.893,  3.397,n
67037,  0.005,  0.000,  0.012,  0.000,  0.008,  0.327,  3.718,  2.948,  3.144,n
67038,  0.006,  0.000,  0.012,  0.000,  0.009,  0.284,  3.794,  2.998,  2.899,n
67043,  0.006,  0.000,  0.012,  0.000, -0.013,  0.243,  3.860,  3.039,  2.687,n
67052,  0.005,  0.000,  0.012,  0.000,  0.001,  0.213,  3.898,  3.075,  2.490,n
67053,  0.005,  0.000,  0.012,  0.000,  0.000,  0.175,  3.952,  3.108,  2.307,n
67078,  0.005,  0.000,  0.012,  0.000,  1.784,  0.054,  3.912,  3.060,  2.484,p
67081,  0.076,  0.127,  0.088,  0.143, -0.501, -0.012,  4.096,  3.013,  2.654,n
67082,  0.056,  0.140,  0.163,  0.270,  0.897, -0.065,  4.066,  2.936,  2.949,n
67083,  0.092,  0.168,  0.246,  0.419, -0.380, -0.063,  4.065,  2.864,  3.236,n
67084,  0.076,  0.177,  0.322,  0.525, -1.151, -0.027,  4.016,  2.793,  3.511,n
67085,  0.030,  0.237,  0.396,  0.613, -0.793, -0.002,  3.991,  2.698,  3.805,n
67086, -0.002,  0.264,  0.493,  0.771,  1.159, -0.054,  3.933,  2.566,  4.057,n
67087,  0.045,  0.318,  0.628,  1.088,  1.861, -0.132,  3.774,  2.397,  4.165,n
67088,  0.119,  0.450,  0.799,  1.601,  3.805, -0.286,  3.104,  2.227,  4.207,n
67089,  0.270,  0.992,  0.971,  2.060,  4.940, -0.483,  1.930,  2.055,  4.191,n
67090,  0.467,  1.857,  1.144,  2.463,  3.956, -0.639,  1.095,  1.884,  4.123,n
67091,  0.624,  2.331,  1.315,  2.795,  1.989, -0.717,  0.820,  1.708,  3.967,n
67092,  0.703,  2.387,  1.490,  3.094,  0.485, -0.734,  0.784,  1.525,  3.701,n
67093,  0.722,  2.369,  1.674,  3.374,  0.591, -0.759,  0.731,  1.330,  3.286,n
67094,  0.747,  2.345,  1.867,  3.652, -0.518, -0.740,  0.750,  1.128,  2.727,n
67095,  0.726,  2.387,  2.070,  3.896, -1.011, -0.701,  0.766,  0.906,  1.908,n
67100,  0.686,  2.490,  2.293,  4.175, -2.569, -0.600,  0.628,  0.730,  1.391,n
67101,  0.583,  2.901,  2.469,  4.115, -1.382, -0.547,  0.612,  0.550,  0.780,n
67102,  0.527,  3.045,  2.650,  4.003, -2.423, -0.451,  0.467,  0.408,  0.389,n
67103,  0.430,  3.386,  2.793,  3.727, -2.451, -0.353,  0.298,  0.308,  0.200,n
67104,  0.332,  3.714,  2.893,  3.397, -0.109, -0.349,  0.301,  0.252,  0.152,n
67105,  0.327,  3.718,  2.948,  3.144, -1.081, -0.306,  0.282,  0.202,  0.109,n
67129,  0.284,  3.794,  2.998,  2.899, -1.017, -0.265,  0.263,  0.160,  0.080,n
67130,  0.243,  3.860,  3.039,  2.687, -0.762, -0.235,  0.255,  0.124,  0.056,n
67131,  0.213,  3.898,  3.075,  2.490, -0.957, -0.196,  0.234,  0.091,  0.036,n
67132,  0.175,  3.952,  3.108,  2.307, -1.240, -0.147,  0.187,  0.063,  0.019,n
67133,  0.054,  3.912,  3.060,  2.484, -2.146, -0.061,  0.014,  0.035,  0.002,n
67134, -0.012,  4.096,  3.013,  2.654, -0.429, -0.044,  0.008,  0.028,  0.001,n
67135, -0.065,  4.066,  2.936,  2.949, -0.325, -0.031,  0.005,  0.024,  0.001,n
67136, -0.063,  4.065,  2.864,  3.236, -0.240, -0.021,  0.003,  0.021,  0.001,n
67137, -0.027,  4.016,  2.793,  3.511, -0.175, -0.014,  0.002,  0.018,  0.000,n
67138, -0.002,  3.991,  2.698,  3.805, -0.135, -0.008,  0.001,  0.016,  0.000,n
67139, -0.054,  3.933,  2.566,  4.057, -0.109, -0.003,  0.001,  0.014,  0.000,n
67140, -0.132,  3.774,  2.397,  4.165, -0.045, -0.001,  0.001,  0.011,  0.000,n
67141, -0.286,  3.104,  2.227,  4.207,  0.031, -0.001,  0.001,  0.011,  0.000,n
67142, -0.483,  1.930,  2.055,  4.191,  0.048, -0.002,  0.001,  0.010,  0.000,n
67143, -0.639,  1.095,  1.884,  4.123,  0.051, -0.004,  0.001,  0.010,  0.000,n
67144, -0.717,  0.820,  1.708,  3.967,  0.051, -0.006,  0.000,  0.009,  0.000,n
67145, -0.734,  0.784,  1.525,  3.701, -0.031, -0.004,  0.000,  0.009,  0.000,n
67146, -0.759,  0.731,  1.330,  3.286, -0.041, -0.004,  0.000,  0.009,  0.000,n
67147, -0.740,  0.750,  1.128,  2.727, -0.041, -0.003,  0.000,  0.008,  0.000,n
67148, -0.701,  0.766,  0.906,  1.908, -0.042, -0.002,  0.000,  0.008,  0.000,n
67149, -0.600,  0.628,  0.730,  1.391, -0.042, -0.001,  0.000,  0.007,  0.000,n
67150, -0.547,  0.612,  0.550,  0.780, -0.042,  0.000,  0.000,  0.006,  0.000,n
67151, -0.451,  0.467,  0.408,  0.389, -0.005,  0.000,  0.000,  0.006,  0.000,n
67153, -0.353,  0.298,  0.308,  0.200, -0.001,  0.000,  0.000,  0.006,  0.000,n
67177, -0.349,  0.301,  0.252,  0.152,  0.002,  0.000,  0.000,  0.006,  0.000,n
67178, -0.306,  0.282,  0.202,  0.109,  0.001,  0.000,  0.000,  0.006,  0.000,n
67179, -0.265,  0.263,  0.160,  0.080,  0.001,  0.000,  0.000,  0.006,  0.000,n
67180, -0.235,  0.255,  0.124,  0.056,  0.002,  0.000,  0.000,  0.006,  0.000,n
67181, -0.196,  0.234,  0.091,  0.036,  0.002, -0.000,  0.000,  0.007,  0.000,n
67182, -0.147,  0.187,  0.063,  0.019, -0.001, -0.000,  0.000,  0.007,  0.000,n
67183, -0.061,  0.014,  0.035,  0.002,  0.000, -0.000,  0.000,  0.007,  0.000,n
67184, -0.044,  0.008,  0.028,  0.001,  0.001, -0.000,  0.000,  0.007,  0.000,n
67185, -0.031,  0.005,  0.024,  0.001, -0.002, -0.000,  0.000,  0.007,  0.000,n
67186, -0.021,  0.003,  0.021,  0.001, -0.002, -0.000,  0.000,  0.007,  0.000,n
67187, -0.014,  0.002,  0.018,  0.000,  0.011, -0.001,  0.000,  0.006,  0.000,n
67188, -0.008,  0.001,  0.016,  0.000,  0.012, -0.001,  0.000,  0.006,  0.000,n
67189, -0.003,  0.001,  0.014,  0.000,  0.013, -0.002,  0.000,  0.006,  0.000,n
67190, -0.001,  0.001,  0.011,  0.000,  0.026, -0.003,  0.000,  0.005,  0.000,n
67191, -0.001,  0.001,  0.011,  0.000,  0.027, -0.004,  0.000,  0.005,  0.000,n
67192, -0.002,  0.001,  0.010,  0.000,  0.007, -0.004,  0.000,  0.004,  0.000,n
67193, -0.004,  0.001,  0.010,  0.000,  0.006, -0.003,  0.000,  0.005,  0.000,n
67194, -0.006,  0.000,  0.009,  0.000,  0.003, -0.002,  0.000,  0.005,  0.000,n
67195, -0.004,  0.000,  0.009,  0.000, -0.023, -0.000,  0.000,  0.005,  0.000,n
67196, -0.004,  0.000,  0.009,  0.000, -0.023,  0.008,  0.001,  0.008,  0.000,n
67197, -0.003,  0.000,  0.008,  0.000, -0.025,  0.041,  0.026,  0.021,  0.005,n
67198, -0.002,  0.000,  0.008,  0.000, -0.014,  0.087,  0.074,  0.041,  0.015,n
67199, -0.001,  0.000,  0.007,  0.000, -0.014,  0.146,  0.149,  0.070,  0.033,n
67203,  0.000,  0.000,  0.006,  0.000,  0.000,  0.253,  0.404,  0.123,  0.096,n
67221,  0.000,  0.000,  0.006,  0.000,  0.000,  0.402,  0.881,  0.202,  0.233,n
67222,  0.000,  0.000,  0.006,  0.000, -0.000,  0.575,  1.478,  0.311,  0.485,n
67223,  0.000,  0.000,  0.006,  0.000, -0.000,  0.780,  2.285,  0.450,  0.874,n
67224,  0.000,  0.000,  0.006,  0.000, -0.000,  0.960,  2.802,  0.591,  1.241,n
67227,  0.000,  0.000,  0.006,  0.000, -0.000,  1.075,  2.906,  0.735,  1.584,n
67251,  0.000,  0.000,  0.006,  0.000, -0.014,  1.138,  2.861,  0.898,  1.999,n
67258, -0.000,  0.000,  0.007,  0.000, -0.000,  1.113,  2.935,  1.069,  2.410,n
67259, -0.000,  0.000,  0.007,  0.000, -0.000,  1.004,  3.484,  1.235,  2.732,n
67260, -0.000,  0.000,  0.007,  0.000, -0.000,  0.919,  3.845,  1.407,  3.026,n
67261, -0.000,  0.000,  0.007,  0.000, -0.000,  0.841,  4.146,  1.583,  3.286,n
67263, -0.000,  0.000,  0.007,  0.000, -0.000,  0.735,  4.614,  1.744,  3.407,n
67264, -0.000,  0.000,  0.007,  0.000,  0.000,  0.652,  4.909,  1.897,  3.433,n
67265, -0.001,  0.000,  0.006,  0.000, -0.000,  0.659,  4.901,  2.039,  3.378,n
67266, -0.001,  0.000,  0.006,  0.000, -0.000,  0.722,  4.914,  2.177,  3.268,n
67267, -0.002,  0.000,  0.006,  0.000, -0.000,  0.789,  4.926,  2.335,  3.173,n
67284, -0.003,  0.000,  0.005,  0.000,  0.001,  0.899,  5.047,  2.508,  3.080,n
67285, -0.004,  0.000,  0.005,  0.000,  0.005,  1.027,  5.219,  2.683,  2.936,n
67286, -0.004,  0.000,  0.004,  0.000,  0.025,  1.134,  5.282,  2.863,  2.745,n
67287, -0.003,  0.000,  0.005,  0.000,  0.029,  1.207,  5.248,  3.063,  2.561,n
67288, -0.002,  0.000,  0.005,  0.000,  0.031,  1.260,  5.188,  3.273,  2.331,n
67289, -0.000,  0.000,  0.005,  0.000,  0.183,  1.258,  5.192,  3.481,  2.029,n
67290,  0.008,  0.001,  0.008,  0.000,  0.787,  1.158,  5.544,  3.670,  1.688,n
67291,  0.041,  0.026,  0.021,  0.005,  1.140,  1.018,  6.039,  3.836,  1.284,n
67292,  0.087,  0.074,  0.041,  0.015,  1.464,  0.798,  7.044,  3.985,  0.872,n
67293,  0.146,  0.149,  0.070,  0.033,  2.683,  0.482,  8.301,  4.076,  0.577,n
67294,  0.253,  0.404,  0.123,  0.096,  3.728,  0.110,  9.249,  4.119,  0.435,n
67295,  0.402,  0.881,  0.202,  0.233,  4.306, -0.241,  9.257,  4.107,  0.475,n
67296,  0.575,  1.478,  0.311,  0.485,  5.131, -0.584,  8.359,  4.044,  0.660,n
67297,  0.780,  2.285,  0.450,  0.874,  4.496, -0.885,  7.437,  3.961,  0.917,n
67298,  0.960,  2.802,  0.591,  1.241,  2.894, -1.061,  6.826,  3.849,  1.311,n
67299,  1.075,  2.906,  0.735,  1.584,  1.540, -1.149,  6.542,  3.701,  1.792,n
67300,  1.138,  2.861,  0.898,  1.999, -0.619, -1.125,  6.583,  3.531,  2.316,n
67301,  1.113,  2.935,  1.069,  2.410, -2.722, -1.016,  6.517,  3.364,  2.790,n
67302,  1.004,  3.484,  1.235,  2.732, -2.136, -0.930,  6.500,  3.193,  3.195,n
67303,  0.919,  3.845,  1.407,  3.026, -1.947, -0.852,  6.487,  3.017,  3.526,n
67304,  0.841,  4.146,  1.583,  3.286, -2.656, -0.746,  6.370,  2.855,  3.834,n
67305,  0.735,  4.614,  1.744,  3.407, -2.059, -0.664,  6.314,  2.703,  4.111,n
67306,  0.652,  4.909,  1.897,  3.433,  0.169, -0.638,  6.375,  2.575,  4.290,n
67307,  0.659,  4.901,  2.039,  3.378,  1.575, -0.568,  6.826,  2.499,  4.296,n
67308,  0.722,  4.914,  2.177,  3.268,  1.675, -0.374,  8.674,  2.467,  4.226,n
67309,  0.789,  4.926,  2.335,  3.173,  2.748, -0.129, 11.765,  2.468,  4.230,n
67310,  0.899,  5.047,  2.508,  3.080,  3.207,  0.187, 16.459,  2.513,  4.465,n
67311,  1.027,  5.219,  2.683,  2.936,  2.702,  0.476, 20.052,  2.554,  4.678,n
67312,  1.134,  5.282,  2.863,  2.745,  1.864,  0.628, 21.071,  2.575,  4.792,n
67313,  1.207,  5.248,  3.063,  2.561,  1.354,  0.617, 21.058,  2.604,  4.982,n
67314,  1.260,  5.188,  3.273,  2.331,  0.136,  0.530, 21.335,  2.659,  5.361,n
67315,  1.258,  5.192,  3.481,  2.029, -1.726,  0.463, 21.762,  2.778,  6.308,n
67316,  1.158,  5.544,  3.670,  1.688, -2.360,  0.605, 21.431,  2.995,  8.330,n
67317,  1.018,  6.039,  3.836,  1.284, -4.035,  0.879, 20.658,  3.229, 10.408,n
67318,  0.798,  7.044,  3.985,  0.872, -5.221,  1.264, 19.477,  3.484, 12.254,n
67319,  0.482,  8.301,  4.076,  0.577, -5.579,  1.711, 18.091,  3.735, 13.601,n
67320,  0.110,  9.249,  4.119,  0.435, -4.461,  2.006, 16.474,  3.984, 14.462,n
67321, -0.241,  9.257,  4.107,  0.475, -3.442,  2.008, 16.451,  4.209, 14.744,n
67322, -0.584,  8.359,  4.044,  0.660, -3.020,  1.902, 17.847,  4.450, 14.826,n
67323, -0.885,  7.437,  3.961,  0.917, -1.504,  1.617, 21.902,  4.719, 14.596,n
67324, -1.061,  6.826,  3.849,  1.311, -0.660,  1.219, 27.730,  4.987, 13.960,n
67325, -1.149,  6.542,  3.701,  1.792, -0.019,  0.775, 33.817,  5.242, 12.943,n
67326, -1.125,  6.583,  3.531,  2.316, -0.000,  0.428, 37.384,  5.439, 11.762,n
67327, -1.016,  6.517,  3.364,  2.790, -0.000,  0.237, 38.466,  5.546, 10.837,n
67328, -0.930,  6.500,  3.193,  3.195, -0.000,  0.090, 39.077,  5.626, 10.066,n
67329, -0.852,  6.487,  3.017,  3.526, -0.000, -0.001, 39.303,  5.677,  9.541,n
67330, -0.746,  6.370,  2.855,  3.834, -0.000, -0.033, 39.329,  5.694,  9.342,n
67331, -0.664,  6.314,  2.703,  4.111,  0.809, -0.067, 39.298,  5.680,  9.503,n
67332, -0.638,  6.375,  2.575,  4.290,  3.343, -0.201, 38.795,  5.618, 10.131,n
67333, -0.568,  6.826,  2.499,  4.296,  6.525, -0.462, 36.841,  5.493, 11.171,n
67334, -0.374,  8.674,  2.467,  4.226,  8.870, -0.817, 33.090,  5.319, 12.342,n
67335, -0.129, 11.765,  2.468,  4.230, 11.109, -1.261, 26.987,  5.098, 13.467,n
67336,  0.187, 16.459,  2.513,  4.465,  9.916, -1.658, 21.684,  4.876, 14.491,n
67337,  0.476, 20.052,  2.554,  4.678,  5.668, -1.884, 19.509,  4.655, 15.412,n
67338,  0.628, 21.071,  2.575,  4.792,  1.082, -1.928, 19.289,  4.414, 16.177,n
67339,  0.617, 21.058,  2.604,  4.982, -2.045, -1.846, 19.436,  4.149, 16.707,n
67340,  0.530, 21.335,  2.659,  5.361, -3.400, -1.710, 19.458,  3.827, 16.687,n
67341,  0.463, 21.762,  2.778,  6.308,  1.190, -1.757, 19.227,  3.425, 15.504,n
67342,  0.605, 21.431,  2.995,  8.330,  2.807, -1.870, 18.474,  3.013, 13.846,n
67343,  0.879, 20.658,  3.229, 10.408,  4.425, -2.047, 16.936,  2.612, 12.012,n
67344,  1.264, 19.477,  3.484, 12.254,  5.571, -2.270, 14.641,  2.239, 10.275,n
67345,  1.711, 18.091,  3.735, 13.601,  2.924, -2.386, 13.718,  1.894,  8.658,n
67346,  2.006, 16.474,  3.984, 14.462, -3.391, -2.251, 13.894,  1.594,  7.399,n
67347,  2.008, 16.451,  4.209, 14.744, -5.677, -2.024, 13.563,  1.293,  5.950,n
67348,  1.902, 17.847,  4.450, 14.826, -8.632, -1.678, 11.790,  0.992,  4.302,n
67349,  1.617, 21.902,  4.719, 14.596,-10.590, -1.254,  8.412,  0.710,  2.726,n
67350,  1.219, 27.730,  4.987, 13.960,-11.132, -0.809,  4.205,  0.454,  1.332,n
67351,  0.775, 33.817,  5.242, 12.943, -8.670, -0.463,  1.533,  0.258,  0.473,n
67352,  0.428, 37.384,  5.439, 11.762, -4.775, -0.272,  0.729,  0.151,  0.220,n
67353,  0.237, 38.466,  5.546, 10.837, -3.668, -0.125,  0.229,  0.070,  0.068,n
67354,  0.090, 39.077,  5.626, 10.066, -2.286, -0.034,  0.026,  0.020,  0.008,u
67355, -0.001, 39.303,  5.677,  9.541, -0.807, -0.002,  0.000,  0.002,  0.000,n
67356, -0.033, 39.329,  5.694,  9.342, -0.032, -0.000,  0.000,  0.002,  0.000,n
67357, -0.067, 39.298,  5.680,  9.503, -0.002, -0.000,  0.000,  0.002,  0.000,n
67358, -0.201, 38.795,  5.618, 10.131, -0.001, -0.000,  0.000,  0.002,  0.000,n
67359, -0.462, 36.841,  5.493, 11.171,  0.000, -0.000,  0.000,  0.002,  0.000,n
67360, -0.817, 33.090,  5.319, 12.342,  0.000, -0.000,  0.000,  0.002,  0.000,n
67361, -1.261, 26.987,  5.098, 13.467,  0.001, -0.000,  0.000,  0.002,  0.000,n
67362, -1.658, 21.684,  4.876, 14.491,  0.001,  0.001,  0.000,  0.002,  0.000,n
67363, -1.884, 19.509,  4.655, 15.412,  0.001,  0.002,  0.000,  0.002,  0.000,n
67364, -1.928, 19.289,  4.414, 16.177, -0.001,  0.004,  0.000,  0.003,  0.000,n
67365, -1.846, 19.436,  4.149, 16.707, -0.000,  0.010,  0.001,  0.005,  0.000,n
67366, -1.710, 19.458,  3.827, 16.687, -0.001,  0.018,  0.002,  0.009,  0.000,n
67367, -1.757, 19.227,  3.425, 15.504, -0.001,  0.024,  0.003,  0.012,  0.001,n
67368, -1.870, 18.474,  3.013, 13.846, -0.001,  0.030,  0.004,  0.015,  0.001,n
67369, -2.047, 16.936,  2.612, 12.012, -0.000,  0.034,  0.004,  0.019,  0.001,n
67370, -2.270, 14.641,  2.239, 10.275,  0.003,  0.031,  0.004,  0.022,  0.001,n
67371, -2.386, 13.718,  1.894,  8.658,  0.003,  0.025,  0.005,  0.026,  0.001,n
67372, -2.251, 13.894,  1.594,  7.399,  0.003,  0.019,  0.007,  0.029,  0.001,n
67373, -2.024, 13.563,  1.293,  5.950,  0.003,  0.013,  0.008,  0.032,  0.002,n
67374, -1.678, 11.790,  0.992,  4.302,  0.002,  0.008,  0.008,  0.035,  0.002,n
67375, -1.254,  8.412,  0.710,  2.726, -0.002,  0.004,  0.009,  0.038,  0.002,n
67376, -0.809,  4.205,  0.454,  1.332, -0.002,  0.002,  0.009,  0.039,  0.001,n
67377, -0.463,  1.533,  0.258,  0.473, -0.002,  0.002,  0.009,  0.039,  0.001,n
67378, -0.272,  0.729,  0.151,  0.220, -0.002,  0.002,  0.009,  0.039,  0.001,n
67379, -0.125,  0.229,  0.070,  0.068, -0.003,  0.002,  0.009,  0.039,  0.001,n
67380, -0.034,  0.026,  0.020,  0.008, -0.002,  0.003,  0.009,  0.039,  0.001,n
67381, -0.002,  0.000,  0.002,  0.000, -0.000,  0.003,  0.009,  0.040,  0.001,n
67382, -0.000,  0.000,  0.002,  0.000, -0.000,  0.003,  0.009,  0.040,  0.001,n
67383, -0.000,  0.000,  0.002,  0.000, -0.000,  0.003,  0.009,  0.040,  0.001,n
67384, -0.000,  0.000,  0.002,  0.000, -0.000,  0.003,  0.009,  0.041,  0.001,n
67385, -0.000,  0.000,  0.002,  0.000, -0.000,  0.004,  0.009,  0.042,  0.001,n
67386, -0.000,  0.000,  0.002,  0.000,  0.001,  0.005,  0.009,  0.043,  0.001,n
67387, -0.000,  0.000,  0.002,  0.000,  0.019,  0.006,  0.009,  0.043,  0.001,n
67388,  0.001,  0.000,  0.002,  0.000,  0.029,  0.006,  0.009,  0.043,  0.001,n
67389,  0.002,  0.000,  0.002,  0.000,  0.046,  0.005,  0.009,  0.044,  0.001,n
67390,  0.004,  0.000,  0.003,  0.000,  0.148, -0.002,  0.008,  0.043,  0.001,n
67391,  0.010,  0.001,  0.005,  0.000,  0.200, -0.010,  0.006,  0.040,  0.001,n
67392,  0.018,  0.002,  0.009,  0.000,  0.164, -0.018,  0.005,  0.037,  0.001,n
67393,  0.024,  0.003,  0.012,  0.001,  0.134, -0.023,  0.004,  0.033,  0.001,n
67394,  0.030,  0.004,  0.015,  0.001,  0.102, -0.027,  0.004,  0.030,  0.001,n
67395,  0.034,  0.004,  0.019,  0.001, -0.065, -0.024,  0.004,  0.026,  0.001,n
67396,  0.031,  0.004,  0.022,  0.001, -0.149, -0.019,  0.003,  0.023,  0.001,n
67397,  0.025,  0.005,  0.026,  0.001, -0.152, -0.012,  0.002,  0.019,  0.001,n
67398,  0.019,  0.007,  0.029,  0.001, -0.141, -0.007,  0.001,  0.016,  0.000,n
67399,  0.013,  0.008,  0.032,  0.002, -0.125, -0.002,  0.001,  0.013,  0.000,n
67400,  0.008,  0.008,  0.035,  0.002, -0.109,  0.004,  0.000,  0.012,  0.000,n
67401,  0.004,  0.009,  0.038,  0.002, -0.044,  0.006,  0.000,  0.013,  0.000,n
67407,  0.002,  0.009,  0.039,  0.001,  0.002,  0.006,  0.000,  0.014,  0.000,n
67412,  0.002,  0.009,  0.039,  0.001,  0.004,  0.006,  0.000,  0.015,  0.000,n
67413,  0.002,  0.009,  0.039,  0.001,  0.002,  0.005,  0.000,  0.016,  0.000,n
